location,label,set
utils\data\scanned\train\questionnaire\questionnaire_2.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_3.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_4.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_5.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_6.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_7.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_8.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_9.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_10.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_11.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_12.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_13.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_14.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_15.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_16.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_17.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_18.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_19.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_20.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_21.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_22.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_23.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_24.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_25.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_26.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_27.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_28.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_29.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_30.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_31.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_32.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_33.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_34.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_35.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_36.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_37.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_38.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_39.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_40.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_41.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_42.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_43.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_44.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_45.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_46.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_47.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_48.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_49.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_50.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_51.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_52.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_53.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_54.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_55.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_56.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_57.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_58.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_59.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_60.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_61.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_62.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_63.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_64.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_65.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_66.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_67.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_68.png,questionnaire,train
utils\data\scanned\train\questionnaire\questionnaire_69.png,questionnaire,train
utils\data\scanned\test\questionnaire\questionnaire_0.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_1.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_2.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_3.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_4.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_5.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_6.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_7.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_8.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_9.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_10.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_11.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_12.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_13.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_14.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_15.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_16.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_17.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_18.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_19.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_20.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_21.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_22.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_23.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_24.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_25.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_26.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_27.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_28.png,questionnaire,test
utils\data\scanned\test\questionnaire\questionnaire_29.png,questionnaire,test
utils\data\scanned\train\handwritten\handwritten_0.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_1.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_2.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_3.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_4.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_5.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_6.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_7.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_8.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_9.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_10.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_11.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_12.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_13.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_14.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_15.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_16.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_17.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_18.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_19.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_20.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_21.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_22.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_23.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_24.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_25.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_26.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_27.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_28.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_29.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_30.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_31.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_32.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_33.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_34.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_35.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_36.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_37.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_38.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_39.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_40.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_41.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_42.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_43.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_44.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_45.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_46.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_47.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_48.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_49.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_50.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_51.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_52.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_53.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_54.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_55.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_56.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_57.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_58.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_59.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_60.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_61.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_62.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_63.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_64.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_65.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_66.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_67.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_68.png,handwritten,train
utils\data\scanned\train\handwritten\handwritten_69.png,handwritten,train
utils\data\scanned\test\handwritten\handwritten_0.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_1.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_2.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_3.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_4.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_5.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_6.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_7.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_8.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_9.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_10.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_11.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_12.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_13.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_14.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_15.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_16.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_17.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_18.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_19.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_20.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_21.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_22.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_23.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_24.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_25.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_26.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_27.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_28.png,handwritten,test
utils\data\scanned\test\handwritten\handwritten_29.png,handwritten,test
utils\data\scanned\train\news article\news article_0.png,news article,train
utils\data\scanned\train\news article\news article_1.png,news article,train
utils\data\scanned\train\news article\news article_2.png,news article,train
utils\data\scanned\train\news article\news article_3.png,news article,train
utils\data\scanned\train\news article\news article_4.png,news article,train
utils\data\scanned\train\news article\news article_5.png,news article,train
utils\data\scanned\train\news article\news article_6.png,news article,train
utils\data\scanned\train\news article\news article_7.png,news article,train
utils\data\scanned\train\news article\news article_8.png,news article,train
utils\data\scanned\train\news article\news article_9.png,news article,train
utils\data\scanned\train\news article\news article_10.png,news article,train
utils\data\scanned\train\news article\news article_11.png,news article,train
utils\data\scanned\train\news article\news article_12.png,news article,train
utils\data\scanned\train\news article\news article_13.png,news article,train
utils\data\scanned\train\news article\news article_14.png,news article,train
utils\data\scanned\train\news article\news article_15.png,news article,train
utils\data\scanned\train\news article\news article_16.png,news article,train
utils\data\scanned\train\news article\news article_17.png,news article,train
utils\data\scanned\train\news article\news article_18.png,news article,train
utils\data\scanned\train\news article\news article_19.png,news article,train
utils\data\scanned\train\news article\news article_20.png,news article,train
utils\data\scanned\train\news article\news article_21.png,news article,train
utils\data\scanned\train\news article\news article_22.png,news article,train
utils\data\scanned\train\news article\news article_23.png,news article,train
utils\data\scanned\train\news article\news article_24.png,news article,train
utils\data\scanned\train\news article\news article_25.png,news article,train
utils\data\scanned\train\news article\news article_26.png,news article,train
utils\data\scanned\train\news article\news article_27.png,news article,train
utils\data\scanned\train\news article\news article_28.png,news article,train
utils\data\scanned\train\news article\news article_29.png,news article,train
utils\data\scanned\train\news article\news article_30.png,news article,train
utils\data\scanned\train\news article\news article_31.png,news article,train
utils\data\scanned\train\news article\news article_32.png,news article,train
utils\data\scanned\train\news article\news article_33.png,news article,train
utils\data\scanned\train\news article\news article_34.png,news article,train
utils\data\scanned\train\news article\news article_35.png,news article,train
utils\data\scanned\train\news article\news article_36.png,news article,train
utils\data\scanned\train\news article\news article_37.png,news article,train
utils\data\scanned\train\news article\news article_38.png,news article,train
utils\data\scanned\train\news article\news article_39.png,news article,train
utils\data\scanned\train\news article\news article_40.png,news article,train
utils\data\scanned\train\news article\news article_41.png,news article,train
utils\data\scanned\train\news article\news article_42.png,news article,train
utils\data\scanned\train\news article\news article_43.png,news article,train
utils\data\scanned\train\news article\news article_44.png,news article,train
utils\data\scanned\train\news article\news article_45.png,news article,train
utils\data\scanned\train\news article\news article_46.png,news article,train
utils\data\scanned\train\news article\news article_47.png,news article,train
utils\data\scanned\train\news article\news article_48.png,news article,train
utils\data\scanned\train\news article\news article_49.png,news article,train
utils\data\scanned\train\news article\news article_50.png,news article,train
utils\data\scanned\train\news article\news article_51.png,news article,train
utils\data\scanned\train\news article\news article_52.png,news article,train
utils\data\scanned\train\news article\news article_53.png,news article,train
utils\data\scanned\train\news article\news article_54.png,news article,train
utils\data\scanned\train\news article\news article_55.png,news article,train
utils\data\scanned\train\news article\news article_56.png,news article,train
utils\data\scanned\train\news article\news article_57.png,news article,train
utils\data\scanned\train\news article\news article_58.png,news article,train
utils\data\scanned\train\news article\news article_59.png,news article,train
utils\data\scanned\train\news article\news article_60.png,news article,train
utils\data\scanned\train\news article\news article_61.png,news article,train
utils\data\scanned\train\news article\news article_62.png,news article,train
utils\data\scanned\train\news article\news article_63.png,news article,train
utils\data\scanned\train\news article\news article_64.png,news article,train
utils\data\scanned\train\news article\news article_65.png,news article,train
utils\data\scanned\train\news article\news article_66.png,news article,train
utils\data\scanned\train\news article\news article_67.png,news article,train
utils\data\scanned\train\news article\news article_68.png,news article,train
utils\data\scanned\train\news article\news article_69.png,news article,train
utils\data\scanned\test\news article\news article_0.png,news article,test
utils\data\scanned\test\news article\news article_1.png,news article,test
utils\data\scanned\test\news article\news article_2.png,news article,test
utils\data\scanned\test\news article\news article_3.png,news article,test
utils\data\scanned\test\news article\news article_4.png,news article,test
utils\data\scanned\test\news article\news article_5.png,news article,test
utils\data\scanned\test\news article\news article_6.png,news article,test
utils\data\scanned\test\news article\news article_7.png,news article,test
utils\data\scanned\test\news article\news article_8.png,news article,test
utils\data\scanned\test\news article\news article_9.png,news article,test
utils\data\scanned\test\news article\news article_10.png,news article,test
utils\data\scanned\test\news article\news article_11.png,news article,test
utils\data\scanned\test\news article\news article_12.png,news article,test
utils\data\scanned\test\news article\news article_13.png,news article,test
utils\data\scanned\test\news article\news article_14.png,news article,test
utils\data\scanned\test\news article\news article_15.png,news article,test
utils\data\scanned\test\news article\news article_16.png,news article,test
utils\data\scanned\test\news article\news article_17.png,news article,test
utils\data\scanned\test\news article\news article_18.png,news article,test
utils\data\scanned\test\news article\news article_19.png,news article,test
utils\data\scanned\test\news article\news article_20.png,news article,test
utils\data\scanned\test\news article\news article_21.png,news article,test
utils\data\scanned\test\news article\news article_22.png,news article,test
utils\data\scanned\test\news article\news article_23.png,news article,test
utils\data\scanned\test\news article\news article_24.png,news article,test
utils\data\scanned\test\news article\news article_25.png,news article,test
utils\data\scanned\test\news article\news article_26.png,news article,test
utils\data\scanned\test\news article\news article_27.png,news article,test
utils\data\scanned\test\news article\news article_28.png,news article,test
utils\data\scanned\test\news article\news article_29.png,news article,test
utils\data\scanned\train\budget\budget_0.png,budget,train
utils\data\scanned\train\budget\budget_1.png,budget,train
utils\data\scanned\train\budget\budget_2.png,budget,train
utils\data\scanned\train\budget\budget_3.png,budget,train
utils\data\scanned\train\budget\budget_4.png,budget,train
utils\data\scanned\train\budget\budget_5.png,budget,train
utils\data\scanned\train\budget\budget_6.png,budget,train
utils\data\scanned\train\budget\budget_7.png,budget,train
utils\data\scanned\train\budget\budget_8.png,budget,train
utils\data\scanned\train\budget\budget_9.png,budget,train
utils\data\scanned\train\budget\budget_10.png,budget,train
utils\data\scanned\train\budget\budget_11.png,budget,train
utils\data\scanned\train\budget\budget_12.png,budget,train
utils\data\scanned\train\budget\budget_13.png,budget,train
utils\data\scanned\train\budget\budget_14.png,budget,train
utils\data\scanned\train\budget\budget_15.png,budget,train
utils\data\scanned\train\budget\budget_16.png,budget,train
utils\data\scanned\train\budget\budget_17.png,budget,train
utils\data\scanned\train\budget\budget_18.png,budget,train
utils\data\scanned\train\budget\budget_19.png,budget,train
utils\data\scanned\train\budget\budget_20.png,budget,train
utils\data\scanned\train\budget\budget_21.png,budget,train
utils\data\scanned\train\budget\budget_22.png,budget,train
utils\data\scanned\train\budget\budget_23.png,budget,train
utils\data\scanned\train\budget\budget_24.png,budget,train
utils\data\scanned\train\budget\budget_25.png,budget,train
utils\data\scanned\train\budget\budget_26.png,budget,train
utils\data\scanned\train\budget\budget_27.png,budget,train
utils\data\scanned\train\budget\budget_28.png,budget,train
utils\data\scanned\train\budget\budget_29.png,budget,train
utils\data\scanned\train\budget\budget_30.png,budget,train
utils\data\scanned\train\budget\budget_31.png,budget,train
utils\data\scanned\train\budget\budget_32.png,budget,train
utils\data\scanned\train\budget\budget_33.png,budget,train
utils\data\scanned\train\budget\budget_34.png,budget,train
utils\data\scanned\train\budget\budget_35.png,budget,train
utils\data\scanned\train\budget\budget_36.png,budget,train
utils\data\scanned\train\budget\budget_37.png,budget,train
utils\data\scanned\train\budget\budget_38.png,budget,train
utils\data\scanned\train\budget\budget_39.png,budget,train
utils\data\scanned\train\budget\budget_40.png,budget,train
utils\data\scanned\train\budget\budget_41.png,budget,train
utils\data\scanned\train\budget\budget_42.png,budget,train
utils\data\scanned\train\budget\budget_43.png,budget,train
utils\data\scanned\train\budget\budget_44.png,budget,train
utils\data\scanned\train\budget\budget_45.png,budget,train
utils\data\scanned\train\budget\budget_46.png,budget,train
utils\data\scanned\train\budget\budget_47.png,budget,train
utils\data\scanned\train\budget\budget_48.png,budget,train
utils\data\scanned\train\budget\budget_49.png,budget,train
utils\data\scanned\train\budget\budget_50.png,budget,train
utils\data\scanned\train\budget\budget_51.png,budget,train
utils\data\scanned\train\budget\budget_52.png,budget,train
utils\data\scanned\train\budget\budget_53.png,budget,train
utils\data\scanned\train\budget\budget_54.png,budget,train
utils\data\scanned\train\budget\budget_55.png,budget,train
utils\data\scanned\train\budget\budget_56.png,budget,train
utils\data\scanned\train\budget\budget_57.png,budget,train
utils\data\scanned\train\budget\budget_58.png,budget,train
utils\data\scanned\train\budget\budget_59.png,budget,train
utils\data\scanned\train\budget\budget_60.png,budget,train
utils\data\scanned\train\budget\budget_61.png,budget,train
utils\data\scanned\train\budget\budget_62.png,budget,train
utils\data\scanned\train\budget\budget_63.png,budget,train
utils\data\scanned\train\budget\budget_64.png,budget,train
utils\data\scanned\train\budget\budget_65.png,budget,train
utils\data\scanned\train\budget\budget_66.png,budget,train
utils\data\scanned\train\budget\budget_67.png,budget,train
utils\data\scanned\train\budget\budget_68.png,budget,train
utils\data\scanned\train\budget\budget_69.png,budget,train
utils\data\scanned\test\budget\budget_0.png,budget,test
utils\data\scanned\test\budget\budget_1.png,budget,test
utils\data\scanned\test\budget\budget_2.png,budget,test
utils\data\scanned\test\budget\budget_3.png,budget,test
utils\data\scanned\test\budget\budget_4.png,budget,test
utils\data\scanned\test\budget\budget_5.png,budget,test
utils\data\scanned\test\budget\budget_6.png,budget,test
utils\data\scanned\test\budget\budget_7.png,budget,test
utils\data\scanned\test\budget\budget_8.png,budget,test
utils\data\scanned\test\budget\budget_9.png,budget,test
utils\data\scanned\test\budget\budget_10.png,budget,test
utils\data\scanned\test\budget\budget_11.png,budget,test
utils\data\scanned\test\budget\budget_12.png,budget,test
utils\data\scanned\test\budget\budget_13.png,budget,test
utils\data\scanned\test\budget\budget_14.png,budget,test
utils\data\scanned\test\budget\budget_15.png,budget,test
utils\data\scanned\test\budget\budget_16.png,budget,test
utils\data\scanned\test\budget\budget_17.png,budget,test
utils\data\scanned\test\budget\budget_18.png,budget,test
utils\data\scanned\test\budget\budget_19.png,budget,test
utils\data\scanned\test\budget\budget_20.png,budget,test
utils\data\scanned\test\budget\budget_21.png,budget,test
utils\data\scanned\test\budget\budget_22.png,budget,test
utils\data\scanned\test\budget\budget_23.png,budget,test
utils\data\scanned\test\budget\budget_24.png,budget,test
utils\data\scanned\test\budget\budget_25.png,budget,test
utils\data\scanned\test\budget\budget_26.png,budget,test
utils\data\scanned\test\budget\budget_27.png,budget,test
utils\data\scanned\test\budget\budget_28.png,budget,test
utils\data\scanned\test\budget\budget_29.png,budget,test
utils\data\scanned\train\scientific publication\scientific publication_0.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_1.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_2.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_3.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_4.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_5.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_6.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_7.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_8.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_9.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_10.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_11.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_12.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_13.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_14.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_15.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_16.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_17.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_18.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_19.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_20.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_21.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_22.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_23.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_24.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_25.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_26.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_27.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_28.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_29.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_30.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_31.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_32.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_33.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_34.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_35.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_36.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_37.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_38.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_39.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_40.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_41.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_42.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_43.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_44.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_45.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_46.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_47.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_48.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_49.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_50.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_51.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_52.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_53.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_54.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_55.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_56.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_57.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_58.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_59.png,scientific publication,train
utils\data\scanned\train\scientific publication\scientific publication_60.png,scientific publication,train
